"depth","fraction","IIIa","IIIa..","IIIa.","IIIb","IIIb.","IIIc","IIIc.","IIa","IIa.","IIb","IIb.","IIc","IIc.","Ia","Ib","Ic","sum_bG"
10,"CL",0.121086525144425,0,0.520175065244979,0.00662550278020466,0.0184494992479091,0.000994691540981301,0.00368270266374195,0.135766812178258,0.213794507272598,0.0405118161587367,0.0887521116923301,0.00508078590479262,0.0080625521906555,0.179544473674494,0.05897803385902,0.0125624376834176,1.41406751723654
10,"IPL-ex",0.0576345074784947,0,0.0467938566454975,0.00210848052937581,0.00203982623073498,0.000667603147962176,0.00107915946182524,0.0134591681643659,0.0283955462635588,0.0134064840675102,0.0119352946733774,0.000349016835407642,0,0.00366902773760877,0.00355020143141775,0.00110632259345245,0.186170934952446
10,"IPL*",0.0982144175103311,0,0.135539212996567,0.0041785275243175,0.00674493820556841,0.000667603147962176,0.00107915946182524,0.0433967684826898,0.0737550858772856,0.0285949594052279,0.0346060604513812,0.000349016835407642,0,0.0457061917494727,0.0220193647317604,0.00110632259345245,0.495934068665106
10,"RES",0.0405799100318363,0,0.0887453563510694,0.00207004699494169,0.00470511197483343,0,0,0.0299376003183239,0.0453595396137268,0.0151884753377177,0.0226707657780038,0,0,0.042037164011864,0.0184691633003426,0,0.30976313371266
10,"TLE-HD",0.17872103262292,0,0.566968921890476,0.00873398330958047,0.0204893254786441,0.00166229468894348,0.00476186212556719,0.149225980342624,0.242190053536157,0.0539183002262469,0.100687406365707,0.00542980274020026,0.00803899188251244,0.183213501412103,0.0625282352904377,0.0136687602768701,1.60023845218899
10,"total",0.219300942654756,0,0.655714278241546,0.0108040303045222,0.0251944374534776,0.00166229468894348,0.00476186212556719,0.179163580660948,0.287549593149884,0.0691067755639646,0.123358172143711,0.00542980274020026,0.00803899188251244,0.225250665423967,0.0809973985907804,0.0136687602768701,1.91000158590165
30,"CL",0.110266133860544,0,1.32513237187931,0.0158166476176386,0.0143120248722407,0.00100688647950104,0.00354240362690321,0.0802414579448718,0.153761971720061,0.0310935694123394,0.0569753712238352,0.0029623197161259,0.00714755210749451,0.100996021859615,0.0354121252900278,0.00830659515096007,1.94697345276147
30,"IPL-ex",0.0376394584758443,0,0,0,0.00166825451105129,0.000255171299288044,0,0.0053618164561399,0.0126346269045006,0.00392675611042231,0.0032381220925171,0.000373337504448476,0,0,0.00268621839906937,0,0
30,"IPL*",0.16119930017335,0,0.381200765789781,0.00436322720654483,0.00994838076338495,0.000255171299288044,0,0.0455301537234192,0.073606369128344,0.0248136268274088,0.0324566274471049,0.000373337504448476,0,0.042236453463635,0.025071262366382,0,0.733270913939809
30,"RES",0.123559841697506,0,0.381200765789781,0.00436322720654483,0.00828012625233365,0,0,0.0401683372672793,0.0609717422238434,0.0208868707169865,0.0292185053545878,0,0,0.042236453463635,0.0223850439673126,0,0.733270913939809
30,"TLE-HD",0.147905592336389,0,1.21930108302408,0.00912468805036615,0.015980279383292,0.00126205777878908,0.00350256971156573,0.0856032744010117,0.166396598624561,0.0350203255227617,0.0602134933163523,0.00333565722057438,0.00521204625393308,0.100368522899019,0.0380983436890972,0.00819796523608804,1.89952249744788
30,"total",0.271465434033894,0,1.60050184881386,0.013487915256911,0.0242604056356257,0.00126205777878908,0.00350256971156573,0.125771611668291,0.227368340848405,0.0559071962397482,0.0894319986709402,0.00333565722057438,0.00521204625393308,0.142604976362654,0.0604833876564098,0.00819796523608804,2.63279341138769
40,"CL",0.12607104350651,0,3.58737486681142,0.0222850233708664,0.012915498820058,0.000869329648339982,0.00259495844987287,0.0702782864420706,0.201107075692625,0.0263287570647255,0.0506226378281982,0.00280700567086611,0.00695411534163271,0.0975711788430548,0.0325266343970565,0.0077905282968308,4.24809694018413
40,"IPL-ex",0.073888863702115,0,0,0,0.000780253631717791,0.000162570759020398,0.000452449039149666,0.0105654392716816,0.0120580449768994,0.00889173625871722,0.00162320654984791,0,0,0.000165892561260969,0.00152990185863092,0,0.0122184836597876
40,"IPL*",0.299773585434207,0,1.26112067476703,0.0118377949433409,0.00554510681837194,0.000162570759020398,0.000452449039149666,0.0646367200953324,0.0990810895999234,0.0408835203536494,0.0255938392374964,0.00194986268154417,0.00421515259236317,0.0422072940800081,0.0224344899951673,0,1.78199427544735
40,"RES",0.225884721732092,0,1.26112067476703,0.0118377949433409,0.00476485318665415,0,0,0.0540712808236508,0.087023044623024,0.0319917840949321,0.0239706326876485,0.00194986268154417,0.00421515259236317,0.0420414015187471,0.0209045881365364,0,1.76977579178756
40,"TLE-HD",0.199959907208625,0,3.49905627241207,0.0155839568162301,0.0136957524517758,0.00103190040736038,0.00304740748902253,0.0808437257137522,0.213165120669524,0.0352204933234428,0.0522458443780461,0.00264394685344269,0.00467956571790965,0.0977370714043157,0.0340565362556874,0.00734792274271457,4.26031542384392
40,"total",0.425844628940717,0,4.76017694717909,0.027421751759571,0.0184606056384299,0.00103190040736038,0.00304740748902253,0.134915006537403,0.300188165292548,0.0672122774183749,0.0762164770656946,0.00459380953498686,0.00889471831027282,0.139778472923063,0.0549611243922238,0.00734792274271457,6.03009121563148
50,"CL",0.29567441784036,0,6.70507220227248,0.0326576981429413,0.0106016155547491,0.000709532403943454,0.00234238918478988,0.0687325474527237,0.259849179239946,0.0286422305810663,0.0403768220719408,0.0022597024214623,0.0077316996993166,0.0889636056103441,0.024973441987948,0.00531645112315331,7.57390353558717
50,"IPL-ex",0.310232449340484,0,0.924835124433047,0.000665061656340067,0.00182692508984083,0.000157801562806417,0.000482143759088146,0.0233823276035238,0.0452130534597634,0.0129555874528552,0.00404132567392644,0.000466346295183756,0,0.0186998731817659,0.00616368138116579,0.000932446727401609,1.34643874290251
50,"IPL*",1.97735009523278,0,4.96647259342311,0.0471958333522072,0.00712451054693185,0.000157801562806417,0.000482143759088146,0.123442396591509,0.170580863391064,0.112070365360762,0.0252275705994115,0.00244291538433819,0.0055764469615527,0.0660956807405821,0.0350258823300937,0.000932446727401609,7.53656214124896
50,"RES",1.6671176458923,0,4.04163746899006,0.0465307716958672,0.00529758545709103,0,0,0.100060068987986,0.125367809931301,0.0991147779079063,0.0211862449254851,0.00197656908915444,0.0055764469615527,0.0473958075588162,0.0288622009489279,0,6.19012339834645
50,"TLE-HD",0.605906867180843,0,7.62990732670553,0.0333227597992813,0.0124285406445899,0.00086733396674987,0.00282453294387803,0.0921148750562474,0.30506223269971,0.0415978180339215,0.0444181477458672,0.00272604871664605,0.00411629498463796,0.10766347879211,0.0311371233691138,0.00624889785055492,8.92034227848968
50,"total",2.27302451307314,0,11.6715447956956,0.0798535314951485,0.017726126101681,0.00086733396674987,0.00282453294387803,0.192174944044233,0.43043004263101,0.140712595941828,0.0656043926713523,0.00470261780580049,0.00969274194619067,0.155059286350926,0.0599993243180416,0.00624889785055492,15.1104656768361
60,"CL",0.460054307914254,0,10.0721066311155,0.0451084348782772,0.00800715490556103,0.000609318294743975,0.00222941185862335,0.0640450866577304,0.295668638971584,0.0327839438045947,0.0302736699488388,0.001800303919506,0.0069683208147932,0.0936033195958743,0.0216704553993933,0.00463407827418751,11.1395630763535
60,"IPL-ex",0.357355040371329,0,0.516629018916237,0.00146891218870335,0.000862160993469354,0.000185606325991351,0.000351659301103662,0.0142823156160546,0.0313034796567445,0.0172572333389288,0.000529312900991893,0.000128361691384438,0,0.00115489106988151,0.00288038376003426,0.000217706364083263,0.940781526668331
60,"IPL*",2.62122854089821,0,3.93800702276681,0.0702556452239604,0.00388955177119026,0.000834852020600724,0.0012664222894528,0.143348440089073,0.156211714831662,0.188487629262317,0.0150656034601547,0.00113434512760503,0.00304809639539703,0.0461401263903067,0.036175902382305,0.000217706364083263,7.22148704344653
60,"RES",2.26387350052689,0,3.42137800385057,0.0687867330352571,0.00302739077772091,0.000649245694609372,0.000914762988349134,0.129066124473018,0.124908235174917,0.171230395923388,0.0145362905591628,0.0010059834362206,0.00304809639539703,0.0449852353204252,0.0332955186222708,0,6.2807055167782
60,"TLE-HD",0.817409348285583,0,10.5887356500317,0.0465773470669806,0.00886931589903038,0.000794924620735326,0.00258107115972701,0.078327402273785,0.326972118628328,0.0500411771435235,0.0308029828498307,0.00192866561089044,0.00314376498818825,0.0947582106657558,0.0245508391594276,0.00485178463827077,12.0803446030218
60,"total",3.08128284881247,0,14.0101136538823,0.115364080102238,0.0118967066767513,0.0014441703153447,0.00349583414807614,0.207393526746803,0.451880353803246,0.221271573066912,0.0453392734089935,0.00293464904711103,0.00619186138358528,0.139743445986181,0.0578463577816984,0.00485178463827077,18.3610501198
70,"CL",0.615759025594809,0,10.8417129531615,0.0501599834875714,0.00791043374773446,0.000667963702303103,0.00177315018202449,0.0655538105642113,0.298304043600743,0.0387757981183622,0.0295719386510135,0.00179674780812302,0.00715164251639865,0.0822131203839035,0.0205373784240758,0.00432293545967503,12.0662109254025
70,"IPL-ex",0.499409763517185,0,0.755006587834984,0.00584028640616134,0.00113876175089682,0.000114655467209576,0.000317083864625724,0.0278067043229635,0.0456947816850846,0.0226817270514775,0.00361750558201833,0.000302532821421346,0,0.0120842346192988,0.00585055970825051,0.000506211477664552,1.37616903944955
70,"IPL*",3.820064465425,0,5.42145830310868,0.101998054882902,0.00495495294689465,0.000939973786691308,0.0010291087453945,0.177623256788702,0.179435156294146,0.23631532872889,0.0181471477106248,0.00205565201930852,0.00250055955849111,0.0571537996722689,0.0476984973555952,0.000506211477664552,10.0676781118416
70,"RES",3.32065470190781,0,4.66645171527369,0.0961577684767402,0.00381619119599783,0.000825318319481732,0.000712024880768771,0.149816552465738,0.133740374609061,0.213633601677412,0.0145296421286065,0.00175311919788717,0.00250055955849111,0.0450695650529701,0.0418479376473447,0,8.69150907239201
70,"TLE-HD",1.11516878911199,0,11.5967195409965,0.0560002698937327,0.00904919549863128,0.000782619169512679,0.00209023404665022,0.0933605148871749,0.343998825285828,0.0614575251698398,0.0331894442330318,0.00209928062954437,0.00294928585670248,0.0942973550032023,0.0263879381323263,0.00482914693733959,13.442379964852
70,"total",4.4358234910198,0,16.2631712562702,0.152158038370473,0.0128653866946291,0.00160793748899441,0.00280225892741899,0.243177067352913,0.477739199894889,0.275091126847252,0.0477190863616383,0.00385239982743154,0.00544984541519359,0.139366920056172,0.068235875779671,0.00482914693733959,22.133889037244
80,"CL",0.790038912866686,0.0250348928674623,10.7334953695417,0.0543108025111252,0.0089675882820367,0.000856989096965899,0.00258738656511693,0.0773690700007064,0.283679151011185,0.0517787150828815,0.034227703697776,0.00211160790782356,0.0105192576069429,0.0969444630536611,0.0259334026517248,0.00543263660134022,12.2032879493451
