"","Y01","Y02","Y03","Y04","Y05","Y06","Y07","Y08","Y09","Y10","Y11","Y12","Y13","Y14","Y15"
"otu3150",0,0,0,0,2,0,2,0,2,0,0,0,0,2,0
"otu3791",0,2,0,0,2,1,0,0,0,0,0,0,1,2,0
"otu14030",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu11502",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu13841",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"otu12543",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu15628",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu3238",1,2,5,0,3,1,2,0,0,1,0,0,0,4,1
"otu6041",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu12556",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"otu16475",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu6515",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu8218",0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
"otu11507",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu9575",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu13037",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu4001",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"otu7531",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu11243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu16212",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu1919",0,0,0,2,5,2,3,4,0,0,0,0,1,0,0
"otu12924",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu1481",0,1,4,7,7,5,2,6,2,0,0,0,1,0,0
"otu2117",0,0,3,2,4,1,1,0,0,0,0,0,0,0,0
"otu1535",0,1,2,2,7,6,3,3,0,0,0,1,2,0,0
"otu14414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu807",36,53,27,19,12,11,14,7,5,2,1,2,1,1,0
"otu15191",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu4647",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"otu6308",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu8108",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"otu341",156,132,120,112,149,107,114,142,54,27,7,7,17,10,2
"otu390",17,107,79,87,101,50,52,44,12,2,1,2,3,4,0
"otu13456",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu6428",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu2279",6,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"otu7894",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu3209",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"otu14304",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu241",0,2,8,55,250,161,334,393,268,64,29,14,10,16,3
"otu7915",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"otu12865",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu13247",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu9462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu5453",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"otu1450",0,6,3,3,11,3,4,6,0,0,0,1,0,0,1
"otu15193",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu12888",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu12499",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu13088",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu3578",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"otu15243",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu3929",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"otu4547",0,3,0,5,1,0,1,0,0,0,0,0,0,1,0
"otu7990",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu11708",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu9387",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu3339",0,0,0,0,1,0,2,0,2,0,0,0,0,0,0
"otu882",0,1,4,14,25,15,21,40,11,2,2,2,1,0,0
"otu7665",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu7883",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu9862",15,0,0,0,1,0,0,0,1,2,0,0,1,0,0
"otu5154",227,14,8,8,19,11,18,24,6,4,3,1,2,7,0
"otu5968",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu16597",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu16646",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu54",1934,1363,1567,1454,2348,1298,1603,1388,455,125,58,34,24,53,6
"otu12979",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu12518",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu532",0,44,39,32,60,40,53,68,173,34,14,4,6,3,1
"otu714",0,0,0,5,12,6,7,11,28,76,48,27,18,23,2
"otu2143",0,1,3,1,0,1,1,1,1,1,0,0,0,0,0
"otu13976",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu8484",0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
"otu4625",0,0,1,0,0,2,2,1,2,0,0,0,0,0,0
"otu2611",0,1,0,4,5,5,2,6,2,1,0,0,1,2,0
"otu415",308,11,17,13,56,23,37,57,24,12,12,5,3,7,0
"otu8916",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"otu6617",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu2299",1,0,2,7,1,0,0,4,0,0,1,0,0,0,0
"otu2393",0,3,0,1,2,2,0,1,0,2,0,0,3,6,0
"otu6906",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu13445",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu9879",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu16440",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu4375",213,19,6,9,26,9,14,36,5,11,5,2,4,3,0
"otu7728",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu10597",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"otu11749",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu10247",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu8792",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"otu14778",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu26",2304,2468,2304,1303,2489,1217,1842,2344,2853,1883,529,323,216,209,79
"otu6417",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu15202",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu14235",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu16331",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu13242",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu12337",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu8572",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu13292",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu5764",6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu10565",34,0,2,0,5,2,1,5,1,0,0,0,0,0,0
"otu5710",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu4970",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"otu8908",1,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"otu11796",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu7736",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu12397",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu12402",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu5841",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu16537",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu10241",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu16402",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu4446",1,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"otu12425",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"otu5440",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu6000",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"otu9940",0,1,6,1,11,2,11,40,14,13,3,24,3,1,1
"otu12527",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu9991",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu11247",1,1,1,0,0,2,0,2,3,5,1,0,0,0,1
"otu8752",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu10592",3,7,16,6,7,8,12,10,9,4,2,1,0,0,0
"otu6299",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu9788",1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"otu13627",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu9032",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"otu4797",8,1,0,3,1,7,1,1,19,10,6,4,0,0,0
"otu4728",2,0,0,1,4,1,0,0,11,1,3,2,0,0,0
"otu7312",0,0,2,2,6,0,3,4,1,0,0,1,0,0,0
"otu14153",1,0,0,2,1,1,0,0,0,1,0,0,0,0,0
"otu13401",85,24,22,36,60,25,42,54,66,55,12,12,5,2,1
"otu11719",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu13691",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu8035",0,0,0,0,0,1,1,1,1,0,1,0,0,0,0
"otu9901",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu6063",32,11,15,4,17,8,24,38,73,45,10,6,4,7,4
"otu11836",2,1,0,0,0,0,0,0,3,1,1,1,0,0,1
"otu4458",33,3,4,2,5,1,3,12,4,1,1,2,0,0,0
"otu16578",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu4339",4,1,1,3,10,5,3,9,6,6,1,3,0,1,1
"otu5750",7,0,0,3,0,0,5,3,2,1,0,1,0,0,0
"otu4532",3,0,0,1,0,0,0,2,0,0,1,1,0,0,0
"otu12653",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"otu15869",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu4370",15,4,3,7,9,3,8,9,17,8,10,5,1,2,0
"otu6595",0,1,0,0,0,1,0,1,0,2,1,0,0,0,0
"otu16431",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu13402",4,0,0,0,1,1,0,2,1,3,0,0,0,0,0
"otu8957",0,0,1,0,0,2,0,0,0,1,0,1,0,0,0
"otu12334",2,0,0,0,0,1,0,2,0,2,0,0,0,0,0
"otu8203",1,0,1,0,1,0,1,2,8,2,0,0,0,0,0
"otu12097",0,1,3,2,0,0,0,1,1,0,0,0,0,0,0
"otu6423",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu15550",4,1,0,1,0,0,0,0,0,5,0,0,0,0,1
"otu12343",0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"otu8961",0,0,0,1,0,0,1,0,2,3,0,1,0,0,1
"otu12326",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu12423",4,2,1,0,1,1,1,1,0,2,0,1,0,0,0
"otu16536",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu12454",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu7826",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu8745",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"otu16422",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu16476",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu7746",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu7724",4,2,0,1,1,2,0,1,0,0,0,0,0,0,0
"otu13424",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu13277",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu15223",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu6371",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu5823",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu7717",0,0,2,3,0,4,2,1,1,0,0,0,0,0,0
"otu10571",3,2,1,1,2,2,0,1,0,0,0,0,0,0,0
"otu4670",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu7311",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu14160",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu16585",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu16327",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu16328",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu10618",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu16318",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu14732",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"otu773",7,0,0,2,5,3,1,16,29,47,18,27,5,5,2
"otu12218",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu10360",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu15335",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu15470",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"otu7901",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu11503",1,1,2,0,1,1,0,0,0,0,0,0,0,0,0
"otu8055",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"otu8859",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu16549",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu13284",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu8589",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu16588",1,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"otu5751",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu6006",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu14236",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"otu13834",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu14641",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
"otu14622",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"otu7739",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu11746",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
"otu4422",0,2,2,3,8,1,1,2,1,0,0,0,0,0,0
"otu7875",3,3,1,3,7,6,3,1,1,0,0,1,0,0,0
"otu14644",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"otu5948",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu9651",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu10416",0,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"otu10490",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu14142",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu10472",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"otu12",7725,4033,4902,7683,15663,7512,10439,9918,4920,3070,780,790,349,388,93
"otu14176",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu5910",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu439",205,156,100,107,104,33,53,46,7,9,6,1,5,7,0
"otu16595",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu240",597,262,236,164,215,80,134,162,71,45,37,8,9,19,0
"otu4235",6,0,1,0,4,1,3,5,1,0,1,0,0,0,0
"otu768",83,10,3,4,26,9,26,50,9,12,4,3,3,4,0
"otu5499",0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
"otu12965",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu4705",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu6362",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"otu48",156,679,992,1242,2570,1297,1682,1581,423,173,67,41,24,30,9
"otu11621",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"otu13359",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu7202",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu4508",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu11308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu6450",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu5629",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"otu10732",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu4022",0,1,1,0,0,0,0,0,1,0,0,0,1,1,1
"otu13111",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu4187",0,0,1,1,2,2,1,0,0,0,0,0,0,3,0
"otu4094",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"otu7420",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu8263",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"otu7867",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu154",8,164,223,323,644,369,531,477,245,84,42,41,42,59,17
"otu8358",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu7731",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu2338",0,3,2,5,4,2,3,5,1,0,0,0,0,2,1
"otu14514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"otu6420",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"otu16160",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu4742",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"otu1014",0,0,0,0,2,0,3,21,37,26,4,6,0,2,0
"otu2805",0,0,0,0,1,2,1,0,0,1,1,0,1,2,0
"otu993",0,0,0,0,0,0,0,0,0,1,5,9,11,19,15
"otu4412",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"otu1295",0,0,0,0,0,0,0,0,0,1,0,3,9,11,13
"otu16218",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu591",0,0,0,0,0,0,0,1,6,4,11,43,87,93,50
"otu13669",0,0,0,0,0,0,0,0,0,0,1,0,2,2,1
"otu16696",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu9657",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu205",31,123,107,131,334,277,403,271,137,76,26,23,28,38,14
"otu6108",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu7825",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu3823",0,0,1,1,0,0,0,0,1,0,0,0,0,7,5
"otu4795",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"otu3912",0,0,1,0,0,0,0,1,0,0,0,0,2,1,3
"otu11995",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"otu16070",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu9361",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"otu15423",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu12508",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu12605",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu12540",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu9769",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"otu14299",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu10342",0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"otu5432",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"otu7921",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"otu13984",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"otu12389",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu11271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu10643",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu7982",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu12159",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu13663",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"otu834",0,12,13,10,27,17,19,20,5,2,3,0,0,0,0
"otu10325",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu14795",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu8380",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu10105",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"otu3152",0,0,0,0,2,0,2,1,0,0,0,0,0,1,1
"otu2466",0,1,0,3,0,1,0,0,1,0,0,0,0,0,0
"otu7177",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu16086",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu11679",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"otu6506",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"otu6329",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"otu11619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu5372",0,1,0,2,0,0,0,0,0,0,0,0,0,3,0
"otu3264",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"otu7492",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"otu13377",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu13974",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu757",1,20,32,38,59,41,31,36,9,22,6,7,7,4,4
"otu11816",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"otu10052",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"otu14467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu5619",0,0,1,0,0,4,1,0,0,0,1,0,0,1,2
"otu10289",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"otu4596",0,0,0,0,2,2,0,2,0,0,1,0,0,0,1
"otu12121",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"otu776",0,2,11,18,58,31,35,45,5,0,4,1,0,1,1
"otu2003",0,0,0,0,2,0,1,1,1,2,0,1,1,3,2
"otu12890",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu6688",0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"otu11298",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"otu3156",0,2,0,2,2,0,0,0,0,0,0,0,0,2,0
"otu10652",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"otu3874",0,1,2,1,0,0,0,0,0,0,0,0,1,0,2
"otu7975",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"otu14934",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu14573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu8581",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu16055",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu3782",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu6609",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu5872",0,3,3,4,5,3,2,10,1,1,0,0,0,0,0
"otu5749",13,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu15186",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu12963",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu327",149,113,119,95,188,117,139,128,39,25,6,5,4,1,0
"otu569",24,26,27,31,77,54,44,55,12,17,5,11,7,10,2
"otu7778",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"otu14975",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu11392",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu8050",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"otu2325",0,0,0,0,0,0,0,0,0,0,0,2,3,7,1
"otu693",0,0,2,3,1,3,0,4,9,33,28,44,52,110,63
"otu11317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu9241",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"otu2066",0,0,0,0,0,0,0,0,1,0,2,2,0,5,5
"otu6710",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu11656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu10907",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu2458",0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
"otu276",0,0,0,0,0,0,0,2,12,61,78,123,146,277,286
"otu14524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu7101",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"otu1910",0,0,0,0,1,0,0,0,0,1,0,3,1,9,3
"otu2686",0,0,0,1,0,0,0,1,0,0,0,0,2,5,6
"otu11456",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu13854",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"otu2778",0,0,0,0,0,0,0,0,0,1,0,1,1,3,0
"otu3936",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"otu5599",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu4975",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"otu558",0,0,0,0,0,0,0,0,2,1,8,22,78,108,82
"otu11917",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"otu4904",0,0,0,0,0,0,0,0,0,1,1,3,1,4,2
"otu9389",0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
"otu6866",0,0,0,0,0,0,0,0,0,0,1,0,2,1,0
"otu14408",0,0,0,0,0,0,0,0,0,1,0,0,2,0,1
"otu10818",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"otu9052",0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"otu9272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu13717",0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
"otu12515",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"otu12256",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu9530",0,0,0,0,0,0,0,0,0,1,0,3,4,1,2
"otu4859",0,0,0,0,0,0,0,0,0,1,6,7,10,14,9
"otu11418",0,0,0,0,0,0,0,0,0,1,0,0,3,1,1
"otu11092",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu7001",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"otu908",0,0,0,0,0,0,0,1,1,2,2,5,18,57,51
"otu9405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"otu9326",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"otu10038",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu2207",0,0,0,0,0,0,0,2,0,0,2,1,6,13,11
"otu9320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu3894",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"otu1712",0,0,0,0,0,0,0,0,2,0,2,1,2,11,5
"otu16140",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu6517",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"otu9359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu15031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu6958",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu9438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
