"","Y01","Y02","Y03","Y04","Y05","Y06","Y07","Y08","Y09","Y10","Y11","Y12","Y13","Y14","Y15"
"otu13787",0,0,0,0,0,0,0,0,0,0,8,0,2,7,2
"otu14027",0,0,0,0,0,0,0,0,0,1,0,0,3,4,1
"otu15931",0,0,0,1,0,0,0,0,0,0,0,5,0,11,0
"otu15829",0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
"otu15964",0,0,0,1,0,0,0,0,0,0,0,1,0,16,0
"otu15888",0,0,0,0,0,0,0,0,0,1,0,1,0,2,0
"otu12617",0,0,0,0,0,0,0,0,5,8,5,4,6,3,1
"otu10821",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu9135",0,0,0,0,0,0,0,0,3,0,1,3,2,2,6
"otu15109",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"otu9212",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu14386",0,0,0,0,0,0,0,1,0,1,0,3,2,1,15
"otu4460",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu12587",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu15044",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"otu10943",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu14301",0,0,0,0,0,0,0,0,0,2,0,2,3,2,7
"otu11436",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu14398",0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
"otu11875",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"otu9480",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"otu13782",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"otu7542",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu13701",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"otu12242",0,0,0,0,0,0,0,1,1,2,1,6,1,0,0
"otu15851",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"otu12134",0,0,0,0,0,0,0,0,0,0,1,2,0,2,0
"otu13652",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"otu5006",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu10814",0,0,0,0,0,0,0,0,0,3,3,7,7,4,8
"otu15827",0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
"otu10007",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu10901",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu14590",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"otu14819",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"otu9238",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu10892",0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
"otu8989",0,0,0,0,0,0,0,0,2,5,1,3,31,0,13
"otu14757",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
"otu14943",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu8080",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"otu14004",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu11635",0,0,0,0,0,0,0,0,2,1,6,1,2,1,3
"otu12725",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"otu6979",0,0,0,0,0,0,0,0,2,1,0,1,2,4,0
"otu14401",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"otu12006",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"otu9965",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"otu9529",0,0,0,0,0,0,0,0,0,3,1,1,2,0,4
"otu9146",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu14822",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu15944",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"otu14627",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu10935",0,0,0,0,0,0,1,0,0,0,2,2,7,1,13
"otu12117",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu7043",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"otu11851",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"otu11767",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu12691",0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
"otu9131",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"otu10648",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"otu12785",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"otu15797",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu10313",0,0,0,0,1,0,1,0,1,0,9,4,3,2,6
"otu15890",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"otu11183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"otu11667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu14839",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu15043",0,0,0,0,0,0,0,0,0,1,0,2,6,0,0
"otu10068",0,0,0,0,0,0,1,4,2,0,35,46,54,80,67
"otu13846",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu9531",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"otu13799",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"otu13696",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"otu16170",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu15327",0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
"otu10211",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu4345",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu15928",0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"otu14854",0,0,0,0,0,0,0,10,106,12,0,28,501,1,57
"otu12682",0,0,0,0,0,0,0,1,2,7,10,5,2,3,0
"otu5281",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu15640",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"otu14650",0,0,0,0,0,0,0,0,5,4,0,2,4,2,1
"otu14571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu15237",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu11189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu12207",0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"otu15678",0,0,0,0,0,0,0,0,0,1,0,2,0,1,0
"otu12237",0,0,0,0,0,0,0,33,3,214,51,173,5,11,25
"otu13945",0,0,1,0,0,0,0,0,5,11,0,3,25,147,34
"otu11928",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu16172",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"otu8174",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"otu5296",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu9085",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu12763",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"otu1067",0,0,0,0,0,0,0,0,8,31,25,10,5,3,1
"otu2132",0,0,0,0,0,0,0,0,1,0,0,3,6,0,0
"otu11885",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"otu12251",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"otu14465",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"otu15168",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"otu11629",0,0,0,0,0,0,0,5,155,8,232,197,174,0,160
"otu15954",0,0,0,0,0,0,0,0,0,0,0,2,0,4,1
"otu15897",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"otu12208",0,0,0,0,0,0,0,0,0,5,1,9,0,1,1
"otu5272",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu15843",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu15899",0,0,0,0,0,0,0,0,0,11,0,12,0,13,1
"otu13774",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"otu11410",0,0,0,0,0,0,0,0,1,0,1,2,5,0,3
"otu14881",0,0,0,0,0,0,0,1,5,1,0,4,24,0,4
"otu10789",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"otu14530",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"otu15731",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu3765",0,0,0,0,0,0,0,0,0,2,1,1,1,0,0
"otu8397",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu1252",0,6,14,9,2,4,4,1,0,0,0,0,0,0,0
"otu6914",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu15611",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"otu2568",0,1,0,2,0,0,3,0,0,1,0,0,0,0,0
"otu1984",0,1,4,0,1,0,1,0,1,0,0,0,0,1,0
"otu1515",0,3,2,13,4,4,0,6,1,0,0,0,2,7,11
"otu9117",0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
"otu2155",0,2,1,3,3,0,1,1,0,0,0,0,0,1,0
"otu562",0,2,2,3,2,1,4,9,82,152,103,28,19,15,12
"otu4394",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu712",0,0,1,5,39,33,43,35,3,1,1,0,1,0,0
"otu88",0,133,397,837,1295,707,421,270,71,39,17,4,3,10,2
"otu14147",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu8102",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu16066",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu6601",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu16463",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu759",0,0,2,18,37,31,12,33,4,3,2,2,0,0,4
"otu3462",0,0,0,0,0,3,0,0,1,0,0,0,1,1,3
"otu10236",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"otu603",0,1,9,22,62,33,33,27,9,5,3,0,1,1,0
"otu3491",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"otu1183",0,6,8,1,7,6,7,7,2,2,2,1,3,17,21
"otu1714",0,3,0,2,1,1,1,1,0,3,1,0,3,10,4
"otu12525",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu780",0,2,11,17,21,24,29,16,2,0,0,1,1,0,0
"otu2934",0,0,0,1,2,0,0,1,1,0,0,1,0,5,6
"otu5509",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"otu3983",0,0,3,1,0,1,1,0,0,0,0,0,0,1,1
"otu2235",0,1,2,6,0,2,1,0,0,1,1,0,1,1,3
"otu711",0,0,0,17,33,24,28,22,10,3,3,0,2,6,4
"otu9270",0,0,0,0,0,0,0,2,0,0,0,0,2,3,3
"otu13591",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu13145",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu2422",0,0,2,1,0,2,2,0,0,0,0,0,0,3,2
"otu2468",0,1,0,1,0,1,1,1,0,0,0,0,1,1,0
"otu3777",0,0,0,0,2,0,1,1,0,3,0,1,0,1,0
"otu7409",1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"otu86",422,373,563,740,1181,592,682,456,96,92,40,15,19,25,13
"otu9782",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu16521",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu7916",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu14263",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu12455",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu6077",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu9928",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu13195",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu5939",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu10478",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"otu1429",2,1,1,0,5,9,8,7,1,3,1,3,1,1,1
"otu7670",15,1,4,5,4,1,4,0,2,0,0,1,1,0,0
"otu9698",0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
"otu4936",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu13515",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu13309",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"otu5812",31,3,6,8,7,13,12,11,4,4,4,0,2,3,1
"otu13333",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu10608",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu281",218,91,151,159,379,233,236,277,120,70,34,15,16,25,14
"otu11051",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu4947",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu15195",4,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"otu6057",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu8283",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu8488",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu12169",0,1,1,0,1,1,0,2,0,1,0,0,0,0,0
"otu10142",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu973",0,0,6,18,22,19,26,39,3,0,0,0,1,0,1
"otu7903",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu3663",0,2,0,0,1,0,1,0,0,0,0,0,0,0,3
"otu6844",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"otu7985",2,2,2,1,0,0,0,1,5,0,0,0,0,0,0
"otu8673",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu15654",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu129",239,273,387,400,550,289,420,376,49,31,15,8,3,6,5
"otu6473",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu4428",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu7300",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu1359",18,1,0,0,3,1,2,1,1,1,1,0,0,0,0
"otu841",54,14,15,19,16,9,7,5,3,4,2,2,0,1,2
"otu8491",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu8688",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu2599",0,1,2,1,2,1,1,0,0,0,0,0,1,0,0
"otu2154",0,2,2,2,0,1,1,0,0,0,0,0,1,0,0
"otu1386",1,8,4,3,4,3,7,3,0,0,1,1,6,7,6
"otu5443",0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
"otu4138",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"otu1128",5,8,0,10,7,7,6,0,0,1,0,0,0,4,1
"otu10560",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"otu10327",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"otu5093",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"otu13087",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu6976",1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"otu895",28,8,8,24,29,18,20,15,4,10,4,2,1,8,5
"otu15359",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu6396",0,1,0,1,1,0,1,0,0,0,0,0,1,0,0
"otu16496",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu7174",0,0,1,1,0,0,0,0,0,0,1,0,0,4,0
"otu1095",1,5,5,7,8,16,17,24,7,5,0,1,1,2,1
"otu14794",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu1156",34,18,9,15,12,6,3,0,3,1,0,0,1,8,1
"otu3123",0,1,1,1,1,3,1,4,2,0,0,0,0,4,4
"otu2852",0,1,3,5,3,1,2,1,1,2,0,0,0,2,0
"otu15425",1,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"otu6594",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"otu10300",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu15249",2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"otu5874",1,1,0,0,3,0,1,0,0,0,0,0,0,0,0
"otu16647",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu14495",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu2603",6,1,1,5,9,4,5,1,0,2,0,0,0,6,5
"otu1374",2,3,3,3,5,2,4,0,1,2,1,1,1,4,3
"otu9652",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"otu5081",16,6,5,3,16,8,11,5,2,1,4,1,1,1,0
"otu13443",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu5802",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu305",1094,179,181,299,317,157,158,134,35,29,28,4,18,19,21
"otu8584",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu9923",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu4887",0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
"otu11927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu4584",7,1,1,7,9,4,2,4,0,0,2,0,0,0,0
"otu13183",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"otu13311",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu5127",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"otu8500",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"otu5251",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"otu1531",0,2,0,5,3,1,3,3,17,11,14,3,0,0,0
"otu5095",0,2,2,3,3,1,0,3,2,3,4,3,0,1,0
"otu10398",0,0,1,0,1,1,3,0,1,2,0,0,0,0,0
"otu7100",2,0,0,0,0,0,0,1,0,0,0,0,0,2,0
"otu9053",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"otu6344",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"otu10146",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu9845",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu6923",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"otu1440",1,2,0,4,6,1,8,1,2,1,2,0,1,1,1
"otu8503",0,1,0,2,1,0,1,0,0,0,0,0,0,0,0
"otu2462",0,0,0,3,1,1,5,1,0,0,0,0,0,4,0
"otu3744",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"otu7612",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu1588",0,0,0,3,3,1,1,7,0,0,0,0,0,0,0
"otu14857",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu671",27,169,20,0,0,2,0,0,0,1,0,0,1,2,0
"otu1453",22,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"otu4468",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu2010",3,2,3,6,0,2,0,1,1,1,1,1,0,2,0
"otu1005",6,6,17,17,16,12,2,3,0,1,0,0,3,3,2
"otu1754",0,0,5,2,0,1,0,1,1,0,1,0,5,6,11
"otu10002",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"otu11040",1,8,6,2,2,1,2,1,3,1,1,1,0,1,1
"otu672",0,17,29,75,49,18,4,1,1,0,1,0,0,0,0
"otu7986",0,2,1,0,0,0,0,0,0,0,0,0,1,0,0
"otu840",85,32,21,27,40,20,19,23,27,11,18,9,11,12,20
"otu11406",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu12262",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"otu12439",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"otu10474",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"otu10819",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu3749",8,6,4,10,10,5,4,7,7,6,6,5,4,5,6
"otu4687",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu2170",0,2,3,2,1,0,1,2,3,2,0,0,0,0,1
"otu8219",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"otu14947",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu8797",1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
"otu5558",0,0,1,2,1,2,0,0,0,0,0,0,0,0,0
"otu1536",0,0,1,3,1,6,2,0,0,1,1,0,0,10,7
"otu11819",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"otu12970",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu7572",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu8561",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu6014",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu12856",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu399",81,75,56,66,97,59,62,54,23,2,1,1,0,3,1
"otu2721",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"otu7785",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu450",0,0,0,0,0,0,0,2,229,118,18,26,5,4,0
"otu12094",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu4250",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"otu14186",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"otu15836",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu888",0,72,4,3,1,0,2,0,0,0,0,0,0,0,0
"otu7384",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"otu471",1,73,60,69,52,33,45,26,7,9,3,0,0,2,0
"otu5339",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu12412",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu701",0,85,32,38,29,20,27,33,16,3,3,1,1,3,0
"otu3604",0,2,0,0,0,2,2,3,3,0,1,0,0,1,1
"otu6287",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu4581",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu502",0,0,1,16,90,39,84,58,13,12,1,4,1,0,1
"otu5674",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu268",0,243,203,192,129,52,47,59,40,11,2,2,1,2,0
"otu11155",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu2803",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"otu1626",0,1,1,2,4,0,3,1,0,0,0,1,0,0,0
"otu377",87,300,150,132,169,85,103,216,40,10,11,4,8,20,3
"otu1522",11,4,0,1,1,1,2,0,0,1,0,0,0,0,0
"otu16420",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu1327",9,1,1,3,4,4,1,3,0,0,0,0,0,0,0
"otu13260",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu223",0,38,127,457,722,286,438,257,104,17,2,1,1,4,0
"otu2222",0,0,1,1,2,0,0,1,0,0,0,0,0,0,0
"otu10308",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu1064",0,7,4,13,19,9,27,35,10,1,0,1,0,0,0
"otu8627",0,9,18,1,1,0,2,0,0,0,0,0,0,0,0
"otu4719",0,0,0,2,2,1,3,7,5,0,0,0,0,0,0
"otu1300",0,5,5,9,11,3,13,38,9,4,2,0,0,0,0
"otu5405",0,0,0,2,3,0,0,4,0,0,0,0,0,0,0
"otu16455",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu10017",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu7172",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu3576",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"otu9718",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu8979",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu3253",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
"otu668",10,9,5,30,24,10,10,10,22,45,0,1,3,0,2
"otu8756",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu13078",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu2383",0,0,0,2,1,0,0,0,4,0,0,0,0,0,0
"otu407",0,0,55,191,391,174,200,135,3,0,1,2,1,1,0
"otu4351",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu7596",0,1,0,1,0,0,0,2,0,0,0,0,1,2,0
"otu1375",5,5,5,9,4,3,5,4,5,3,2,0,2,6,0
"otu9044",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu643",42,18,23,47,74,43,43,71,21,17,4,2,3,2,1
"otu4587",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu14543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu4045",0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
"otu3952",0,0,1,2,1,0,0,0,0,0,0,0,1,0,0
"otu6135",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"otu5209",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"otu3537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"otu5313",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"otu13020",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu9902",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"otu11441",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"otu7205",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu14459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu11188",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"otu3753",0,1,2,1,4,0,2,2,1,1,0,0,0,1,4
"otu8273",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"otu6269",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu9112",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"otu5640",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"otu11359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu10006",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu12899",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"otu5506",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu11682",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu13869",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu11257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu8277",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu14609",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu14472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu5851",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu13448",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu1010",13,8,5,4,3,5,8,3,0,2,0,1,1,1,0
"otu9334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu2091",0,0,0,0,1,1,2,1,0,0,0,0,0,2,0
"otu2017",0,0,0,2,3,1,3,3,0,0,0,0,0,1,0
"otu11565",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu2134",0,0,1,3,2,3,1,4,2,1,0,0,0,0,0
"otu10533",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"otu2260",0,0,0,1,0,0,0,4,0,0,0,0,0,0,1
"otu7079",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu1318",0,7,1,5,4,4,3,0,1,1,0,1,1,1,0
"otu16576",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu6490",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
